Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Low Fat,FDW28,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,8.9004389,18.25,196.7452,4
Regular,FDU46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,1.1117041,10.3,85.854,4
Low Fat,NCE43,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,10.3422709,12.5,169.9448,4
Regular,FDB14,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,10.2723919,20.25,93.212,4
Regular,DRB48,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,2.4733134,12.6,40.2822,4
Low Fat,FDA13,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,7.8999287,15.85,38.6506,4
Low Fat,NCV42,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,3.1599715,6.26,111.3228,4
Low Fat,FDG24,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,1.4660821,7.975,85.125,4
Low Fat,NCH06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,7.6709639,12.3,247.846,4
Low Fat,FDU56,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.6,184.7266,4
Low Fat,DRK59,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,7.543556,8.895,235.8616,4
Regular,FDH28,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,19.2650072,12.6,37.4506,4
Regular,FDV57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.5999008,15.25,177.966,4
Regular,FDR56,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,10.0277876,12.6,196.8768,4
Low Fat,NCG42,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,19.2,127.831,4
Low Fat,NCX29,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,8.9656812,10,144.0102,4
Low Fat,DRN36,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,8.7854925,12.6,95.9752,4
Low Fat,FDK28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.5857092,5.695,258.5646,4
Low Fat,FDR43,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,16.1817014,18.2,37.819,4
Low Fat,NCN18,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,12.4967595,8.895,112.7544,4
Low Fat,FDR49,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,23.3039817,8.71,49.5376,4
Low Fat,FDC15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,17.824575,18.1,158.1288,4
Regular,FDI27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.605781,8.71,43.8744,4
Low Fat,FDD29,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,3.0815427,12.15,252.0698,4
Low Fat,FDI14,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,8.9677773,14.1,139.8496,4
Low Fat,FDW50,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,13.2327406,12.6,168.4158,4
Low Fat,FDT31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,1.2518707,19.75,190.6872,4
Regular,FDJ14,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,5.0353695,10.3,78.696,4
Low Fat,NCQ43,Others,1998,OUT027,Tier 3,Medium,Supermarket Type3,11.0762642,12.6,108.5912,4
Low Fat,FDU38,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,8.3016832,10.8,193.4504,4
Low Fat,DRF03,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,7.5836522,19.1,40.2138,4
Regular,FDX22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,2.2970468,6.785,211.0928,4
Regular,FDL58,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,7.429945,5.78,264.9568,4
Regular,FDD40,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.4816356,20.25,194.1162,4
Low Fat,FDT08,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,4.9318315,13.65,149.005,4
Low Fat,FDC53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.8871687,8.68,99.7384,4
Low Fat,DRK35,Hard Drinks,1998,OUT019,Tier 1,Small,Grocery Store,12.5793938,12.6,36.2506,4
Low Fat,NCV42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.1470832,6.26,110.2228,4
Regular,FDL25,Breakfast,2020,OUT017,Tier 2,Medium,Supermarket Type1,13.1665479,6.92,91.8804,4
Low Fat,FDE34,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,10.7891398,9.195,182.7634,4
Low Fat,NCK19,Others,2000,OUT013,Tier 3,High,Supermarket Type1,9.0390357,9.8,192.1478,4
Low Fat,FDO44,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,8.7029712,12.6,109.2228,4
Low Fat,NCF31,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,5.1952573,9.13,152.3024,4
Low Fat,FDV58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,12.1250374,20.85,193.9452,4
Low Fat,FDN27,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,20.85,115.1808,4
Low Fat,FDZ52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,10.0230114,19.2,112.9886,4
Low Fat,FDR58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,4.1913535,6.675,90.7462,4
Low Fat,FDC11,Starchy Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,14.1106202,12.6,87.9172,4
Low Fat,FDL22,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.6463975,16.85,90.7488,4
Low Fat,FDC35,Starchy Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,12.3086812,7.435,206.9638,4
Regular,FDX33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,11.8149377,9.195,160.5578,4
Regular,FDC40,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,6.5009745,16,79.5986,4
Low Fat,FDP24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.3133128,20.6,120.1756,4
Low Fat,NCQ42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.9428167,20.35,127.9678,4
Low Fat,FDY59,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,8.195,93.1462,4
Low Fat,FDU14,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.4823127,17.75,248.675,4
Regular,FDT32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.5901299,19,188.7214,4
Low Fat,FDX09,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,6.4933297,12.6,174.837,4
Low Fat,DRI37,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,10.7076832,12.6,58.7904,4
Low Fat,FDL20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,12.8674983,17.1,112.3886,4
Regular,FDE05,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0,12.6,145.2102,4
Low Fat,FDE58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,5.2025392,18.5,118.4124,4
Regular,FDZ26,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,14.4017405,11.6,238.3222,4
Low Fat,FDL34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,4.1177505,16,142.3496,4
Low Fat,DRG39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.2352822,14.15,51.6982,4
Low Fat,DRF01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,17.5352413,5.655,147.4102,4
Regular,FDR20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,2.8282832,20,46.2744,4
Low Fat,FDY07,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0,11.8,46.5402,4
Regular,FDD38,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.8208342,16.75,102.8674,4
Low Fat,FDD03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,8.0131363,13.3,234.03,4
Low Fat,NCL18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,16.7444431,18.85,194.6136,4
Low Fat,FDD29,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.8485511,12.15,253.1698,4
Low Fat,FDU11,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,9.2516598,4.785,120.1098,4
Regular,FDL02,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,10.4245198,20,105.3622,4
Regular,FDO51,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,4.1779181,12.6,43.4112,4
Regular,FDT01,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,18.520944,13.65,212.9902,4
Low Fat,FDJ08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.084417,11.1,189.2846,4
Low Fat,FDU32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0,8.785,123.0414,4
Regular,FDG09,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,4.792722,20.6,185.9556,4
Low Fat,FDE39,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.6207786,7.89,121.0782,4
Low Fat,FDU56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,4.4377096,16.85,185.8266,4
Low Fat,NCH55,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.4742632,16.35,127.402,4
Regular,FDC33,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,6.8604503,12.6,197.3768,4
Low Fat,NCV54,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,3.294861,12.6,116.8124,4
Low Fat,DRH25,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,1.4522363,12.6,50.2324,4
Low Fat,NCT18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,5.9393919,14.6,181.7976,4
Low Fat,NCV06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,6.6681333,11.3,194.4478,4
Low Fat,FDH21,Seafood,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.1273559,10.395,160.0604,4
Low Fat,FDR26,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,4.2836778,20.7,175.8028,4
Low Fat,FDA14,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,11.4127418,12.6,147.176,4
Low Fat,FDN20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,2.6181893,19.35,167.0474,4
Low Fat,NCN29,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,1.2184999,15.2,50.3034,4
Low Fat,FDI28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.6428924,14.3,78.2302,4
Regular,FDA03,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,4.5243613,12.6,146.8102,4
Regular,FDU10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,4.5950475,10.1,38.2848,4
Regular,FDP13,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,13.3673087,12.6,41.548,4
Low Fat,NCK06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.8644894,5.03,122.6756,4
Low Fat,NCY18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,3.1145743,7.285,173.6054,4
Low Fat,FDE38,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,4.4391149,12.6,164.3842,4
Low Fat,FDB59,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,1.5278899,18.25,199.0084,4
Regular,FDO15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.8579863,16.75,72.3038,4
Low Fat,DRN47,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,2.8164527,12.1,178.166,4
Regular,FDB38,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,2.73467,19.5,158.992,4
Low Fat,FDT59,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,1.6001434,13.65,230.6668,4
Regular,FDG08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,16.5328057,13.15,170.6764,4
Regular,FDY26,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,3.0510526,20.6,211.4244,4
Low Fat,DRE13,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,2.7699863,6.28,87.9198,4
Regular,FDE51,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,9.646733,5.925,42.8086,4
Regular,FDV56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,1.3584408,16.1,107.7596,4
Regular,FDU44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.8516562,12.15,164.1552,4
Regular,FDU16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.8365706,19.25,82.1908,4
Low Fat,FDV07,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.1346387,9.5,110.7228,4
Low Fat,FDW01,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,6.3750302,12.6,153.4682,4
Low Fat,FDG24,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,1.4560297,12.6,81.425,4
Low Fat,FDO04,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,2.6408698,12.6,53.2614,4
Low Fat,DRB25,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,6.9446588,12.3,106.3938,4
Regular,FDF08,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,6.5207559,14.3,89.8856,4
Low Fat,DRF03,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,4.5299563,19.1,38.8138,4
low Fat,FDE02,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,12.1149472,8.71,93.7778,4
Low Fat,FDW49,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,19.5,179.3002,4
Low Fat,FDR23,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,15.85,174.737,4
Low Fat,NCJ29,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,3.5022503,12.6,85.1224,4
Regular,FDZ01,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.9014978,12.6,102.699,4
Low Fat,FDG44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,10.2607233,6.13,54.0298,4
Regular,FDA47,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,10.5,162.421,4
Low Fat,NCD19,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,8.93,55.4614,4
Low Fat,FDN12,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,8.071118,12.6,113.1544,4
Low Fat,DRP35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.1008572,18.85,129.6336,4
Regular,FDN23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,7.549348,6.575,143.5444,4
Regular,FDH40,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,7.8547351,12.6,79.3276,4
Low Fat,FDA21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.6107198,13.65,184.4924,4
Low Fat,FDA46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,11.7537563,13.6,195.4136,4
Low Fat,NCM19,Others,1998,OUT027,Tier 3,Medium,Supermarket Type3,4.7008497,12.6,112.0202,4
Regular,FDQ31,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0,5.785,87.1856,4
Low Fat,FDK55,Meat,1998,OUT019,Tier 1,Small,Grocery Store,4.5105407,12.6,89.4172,4
Low Fat,DRG15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.6855207,6.13,59.3536,4
Regular,FDT32,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,11.4916546,12.6,188.4214,4
Low Fat,FDN02,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,7.376631,16.5,208.5638,4
Regular,FDJ40,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,4.9349121,12.6,108.6912,4
low Fat,FDU13,Canned,1998,OUT019,Tier 1,Small,Grocery Store,32.8390948,12.6,146.0418,4
Regular,FDS27,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,1.2455787,10.195,197.511,4
Low Fat,DRM59,Hard Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0.6289291,12.6,153.2998,4
Low Fat,NCV30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,11.0356797,20.2,62.051,4
Regular,FDA51,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,16.4542555,8.05,112.2518,4
Low Fat,NCY41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.585337,16.75,36.8532,4
Low Fat,FDM52,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,2.5993423,15.1,147.4076,4
Low Fat,FDS47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.9086113,16.75,89.4856,4
Regular,FDW27,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,15.1467821,5.86,154.1314,4
Low Fat,FDD51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.0139206,11.15,45.0744,4
Low Fat,NCN06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,12.0497266,8.39,162.2868,4
Regular,FDR57,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,2.3492524,5.675,155.5288,4
Low Fat,NCO17,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,7.3024401,12.6,121.844,4
Regular,FDJ33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,8.8821765,8.895,125.173,4
Low Fat,FDB15,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,13.6810742,10.895,263.0568,4
Low Fat,FDZ12,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0,12.6,144.847,4
Low Fat,NCI31,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,8.165845,20,35.019,4
Low Fat,NCV05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,3.0379382,10.1,153.4656,4
Low Fat,DRG51,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,1.9314961,12.1,164.6526,4
Low Fat,FDP24,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,8.2935004,20.6,119.5756,4
Regular,FDN56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,10.6968096,5.46,142.6786,4
Low Fat,DRE60,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,15.9582185,9.395,224.772,4
Low Fat,FDW49,Canned,1998,OUT019,Tier 1,Small,Grocery Store,14.453827,12.6,180.6002,4
Low Fat,FDM20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,3.8685802,10,243.8144,4
Low Fat,FDK48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.7690731,7.445,73.3354,4
Low Fat,FDX50,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,7.461309,20.1,108.7228,4
Low Fat,NCN14,Others,1998,OUT019,Tier 1,Small,Grocery Store,16.0936178,12.6,184.2608,4
Regular,FDV57,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,6.5577449,12.6,181.766,4
Regular,FDZ39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,1.8126724,19.7,101.799,4
Regular,FDX27,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,11.411709,20.7,92.7436,4
Regular,FDO01,Breakfast,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.0760673,21.1,128.7994,4
Low Fat,FDU25,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,2.6676216,12.35,57.0246,4
Regular,FDD59,Starchy Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,6.6315023,10.5,78.296,4
Low Fat,FDH22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,13.6275173,6.405,128.1678,4
Low Fat,FDQ22,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.9799965,16.75,39.1822,4
Low Fat,FDG57,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.2410764,14.7,48.2034,4
Regular,FDR20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,2.8118435,20,46.7744,4
Low Fat,FDU22,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,16.3350221,12.6,120.2124,4
Regular,FDF34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.4076503,9.3,200.0084,4
Regular,FDJ33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,8.8305478,8.895,123.473,4
Regular,FDS44,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,15.528831,12.6,241.7538,4
Regular,FDZ39,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,1.8021361,19.7,101.199,4
Low Fat,NCM31,Others,2020,OUT017,Tier 2,Medium,Supermarket Type1,8.16559,6.095,143.3154,4
Low Fat,FDR48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,13.1708682,11.65,152.3024,4
Low Fat,FDY13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.0174246,12.1,76.667,4
Low Fat,FDA49,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.50227,19.7,87.0198,4
Low Fat,FDY14,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.0149088,10.3,264.5226,4
Low Fat,FDK52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.9342006,18.25,226.0062,4
Low Fat,FDV31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,9.8,175.237,4
Low Fat,FDX15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,15.6541861,17.2,162.4578,4
Low Fat,NCM26,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.3179181,20.5,154.034,4
Low Fat,FDH33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.1914662,12.85,43.5428,4
Low Fat,FDT48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.6026479,4.92,196.5084,4
Low Fat,FDW23,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.21398,5.765,37.2164,4
Low Fat,FDW24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.7555348,6.8,49.6034,4
Low Fat,FDB60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.8566433,9.3,193.0136,4
Low Fat,FDY36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.9425158,12.3,74.838,4
Low Fat,FDH48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,13.5,84.654,4
Low Fat,FDP60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.6005781,17.35,99.2016,4
Low Fat,FDW48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.8554102,18,79.3618,4
Low Fat,FDR35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.0729902,12.5,197.2742,4
Low Fat,FDV47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,17.1,85.5566,4
Low Fat,FDR47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.7604647,17.85,196.9794,4
Low Fat,FDV35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.8405328,19.5,156.4314,4
Low Fat,FDO37,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.1409913,8.06,229.7326,4
Low Fat,FDV25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.572322,5.905,222.1456,4
Low Fat,FDO25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.7647181,6.3,207.927,4
Low Fat,FDT49,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,7,105.628,4
Low Fat,FDS37,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.1994534,7.655,114.3492,4
Low Fat,FDW13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.8036903,8.5,51.5324,4
Low Fat,FDJ50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.1619564,8.645,50.6982,4
Low Fat,FDQ13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.0658153,11.1,83.0908,4
Low Fat,FDS01,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.6,178.2686,4
Low Fat,FDP25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.1240491,15.2,216.9824,4
Low Fat,FDA13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.867708,15.85,37.8506,4
Low Fat,FDX37,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.3127333,16.2,100.47,4
Low Fat,FDO38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.2952298,17.25,76.0986,4
Low Fat,FDL26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.3306615,18,155.0972,4
Low Fat,FDG26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.2716162,18.85,257.833,4
Low Fat,FDA38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.5519534,5.44,238.7538,4
Low Fat,FDB27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.5476238,7.575,196.8768,4
Low Fat,FDZ27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.7182935,7.935,51.235,4
Low Fat,FDQ14,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.1883353,9.27,147.905,4
Low Fat,DRG51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.1557563,12.1,165.3526,4
Low Fat,FDW50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.5695552,13.1,168.4158,4
Low Fat,FDZ15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.0903193,13.1,119.2782,4
Low Fat,DRJ51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,14.1,231.9668,4
Low Fat,DRG39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.2246575,14.15,54.2982,4
Low Fat,FDC04,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.5055587,15.6,242.3854,4
Low Fat,FDV02,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.063976,16.75,173.0106,4
Low Fat,FDB52,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.048292,17.75,257.2672,4
Low Fat,FDV38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,10.1932076,19.25,54.5956,4
Low Fat,FDK51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.5243282,19.85,266.1884,4
Low Fat,FDO28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.2410764,5.765,122.5098,4
